Area,Item_x,Year,Unit_x,Crop_Yield,Item_y,Unit_y,Pesticides_Usage,Avg_Temperature,Avg_Rainfall
Libya,Wheat,1990,hg/ha,40017,Pesticides (total),tonnes of active ingredients,87,19.6,56
Libya,Wheat,1990,hg/ha,40017,Pesticides (total),tonnes of active ingredients,87,20.53,56
Libya,Wheat,1991,hg/ha,40019,Pesticides (total),tonnes of active ingredients,87,18.96,56
Libya,Wheat,1991,hg/ha,40019,Pesticides (total),tonnes of active ingredients,87,19.47,56
Libya,Wheat,1992,hg/ha,40022,Pesticides (total),tonnes of active ingredients,87,19.03,56
Libya,Wheat,1992,hg/ha,40022,Pesticides (total),tonnes of active ingredients,87,19.67,56
Libya,Wheat,1993,hg/ha,40025,Pesticides (total),tonnes of active ingredients,87,19.51,56
Libya,Wheat,1993,hg/ha,40025,Pesticides (total),tonnes of active ingredients,87,20.12,56
Libya,Wheat,1994,hg/ha,40026,Pesticides (total),tonnes of active ingredients,87,19.86,56
Libya,Wheat,1994,hg/ha,40026,Pesticides (total),tonnes of active ingredients,87,20.55,56
Libya,Wheat,1995,hg/ha,40029,Pesticides (total),tonnes of active ingredients,87,19.47,56
Libya,Wheat,1995,hg/ha,40029,Pesticides (total),tonnes of active ingredients,87,20.03,56
Libya,Wheat,1996,hg/ha,40033,Pesticides (total),tonnes of active ingredients,87,19.24,56
Libya,Wheat,1996,hg/ha,40033,Pesticides (total),tonnes of active ingredients,87,20.21,56
Libya,Wheat,1997,hg/ha,40037,Pesticides (total),tonnes of active ingredients,255,19.3,56
Libya,Wheat,1997,hg/ha,40037,Pesticides (total),tonnes of active ingredients,255,20.32,56
Libya,Wheat,1998,hg/ha,40042,Pesticides (total),tonnes of active ingredients,1262.38,19.75,56
Libya,Wheat,1998,hg/ha,40042,Pesticides (total),tonnes of active ingredients,1262.38,20.24,56
Libya,Wheat,1999,hg/ha,40047,Pesticides (total),tonnes of active ingredients,2269.75,20.27,56
Libya,Wheat,1999,hg/ha,40047,Pesticides (total),tonnes of active ingredients,2269.75,21.08,56
Libya,Wheat,2000,hg/ha,40050,Pesticides (total),tonnes of active ingredients,3277.13,19.59,56
Libya,Wheat,2000,hg/ha,40050,Pesticides (total),tonnes of active ingredients,3277.13,20.37,56
Libya,Wheat,2001,hg/ha,40055,Pesticides (total),tonnes of active ingredients,4284.5,20.09,56
Libya,Wheat,2001,hg/ha,40055,Pesticides (total),tonnes of active ingredients,4284.5,21.1,56
Libya,Wheat,2002,hg/ha,40056,Pesticides (total),tonnes of active ingredients,5291.88,19.96,56
Libya,Wheat,2002,hg/ha,40056,Pesticides (total),tonnes of active ingredients,5291.88,20.73,56
Libya,Wheat,2004,hg/ha,40060,Pesticides (total),tonnes of active ingredients,7306.63,19.76,56
Libya,Wheat,2004,hg/ha,40060,Pesticides (total),tonnes of active ingredients,7306.63,20.46,56
Libya,Wheat,2005,hg/ha,40063,Pesticides (total),tonnes of active ingredients,8314,19.48,56
Libya,Wheat,2005,hg/ha,40063,Pesticides (total),tonnes of active ingredients,8314,20.28,56
Libya,Wheat,2006,hg/ha,40068,Pesticides (total),tonnes of active ingredients,4847,19.48,56
Libya,Wheat,2006,hg/ha,40068,Pesticides (total),tonnes of active ingredients,4847,20.64,56
Libya,Wheat,2007,hg/ha,40069,Pesticides (total),tonnes of active ingredients,3170,19.87,56
Libya,Wheat,2007,hg/ha,40069,Pesticides (total),tonnes of active ingredients,3170,20.68,56
Libya,Wheat,2008,hg/ha,40072,Pesticides (total),tonnes of active ingredients,3824,20.17,56
Libya,Wheat,2008,hg/ha,40072,Pesticides (total),tonnes of active ingredients,3824,20.61,56
Libya,Wheat,2009,hg/ha,40076,Pesticides (total),tonnes of active ingredients,6046,19.93,56
Libya,Wheat,2009,hg/ha,40076,Pesticides (total),tonnes of active ingredients,6046,20.54,56
Libya,Wheat,2010,hg/ha,40085,Pesticides (total),tonnes of active ingredients,3548,20.51,56
Libya,Wheat,2010,hg/ha,40085,Pesticides (total),tonnes of active ingredients,3548,21.17,56
Libya,Wheat,2011,hg/ha,40085,Pesticides (total),tonnes of active ingredients,3548,19.44,56
Libya,Wheat,2011,hg/ha,40085,Pesticides (total),tonnes of active ingredients,3548,20.29,56
Libya,Wheat,2012,hg/ha,40092,Pesticides (total),tonnes of active ingredients,3548,20.01,56
Libya,Wheat,2012,hg/ha,40092,Pesticides (total),tonnes of active ingredients,3548,20.81,56
Libya,Wheat,2013,hg/ha,40094,Pesticides (total),tonnes of active ingredients,3548,19.93,56
Libya,Wheat,2013,hg/ha,40094,Pesticides (total),tonnes of active ingredients,3548,20.78,56
Lithuania,Maize,1992,hg/ha,40097,Pesticides (total),tonnes of active ingredients,1380,7.04,656
Lithuania,Maize,1993,hg/ha,40098,Pesticides (total),tonnes of active ingredients,936,5.79,656
Lithuania,Maize,1994,hg/ha,40100,Pesticides (total),tonnes of active ingredients,713,6.3,656
Lithuania,Maize,1995,hg/ha,40102,Pesticides (total),tonnes of active ingredients,737,6.68,656
Lithuania,Maize,1996,hg/ha,40104,Pesticides (total),tonnes of active ingredients,979,5.09,656
Lithuania,Maize,1997,hg/ha,40104,Pesticides (total),tonnes of active ingredients,928,6.29,656
Lithuania,Maize,1998,hg/ha,40106,Pesticides (total),tonnes of active ingredients,812,6.27,656
Lithuania,Maize,1999,hg/ha,40109,Pesticides (total),tonnes of active ingredients,695,7.31,656
Lithuania,Maize,2000,hg/ha,40115,Pesticides (total),tonnes of active ingredients,688.06,7.69,656
Lithuania,Maize,2001,hg/ha,40115,Pesticides (total),tonnes of active ingredients,726.09,6.75,656
Lithuania,Maize,2002,hg/ha,40119,Pesticides (total),tonnes of active ingredients,792.6,7.26,656
Lithuania,Maize,2004,hg/ha,40120,Pesticides (total),tonnes of active ingredients,1023.6,6.43,656
Lithuania,Maize,2005,hg/ha,40122,Pesticides (total),tonnes of active ingredients,1048.5,6.5,656
Lithuania,Maize,2006,hg/ha,40124,Pesticides (total),tonnes of active ingredients,1197,6.98,656
Lithuania,Maize,2007,hg/ha,40130,Pesticides (total),tonnes of active ingredients,2722.82,7.44,656
Lithuania,Maize,2008,hg/ha,40132,Pesticides (total),tonnes of active ingredients,2722.55,7.84,656
Lithuania,Maize,2009,hg/ha,40133,Pesticides (total),tonnes of active ingredients,2748.8,6.7,656
Lithuania,Maize,2010,hg/ha,40134,Pesticides (total),tonnes of active ingredients,1803.77,6.14,656
Lithuania,Maize,2011,hg/ha,40135,Pesticides (total),tonnes of active ingredients,2062.34,7.32,656
Lithuania,Maize,2012,hg/ha,40136,Pesticides (total),tonnes of active ingredients,2559.9,6.31,656
Lithuania,Maize,2013,hg/ha,40136,Pesticides (total),tonnes of active ingredients,2515.69,7.42,656
Lithuania,Potatoes,1992,hg/ha,40141,Pesticides (total),tonnes of active ingredients,1380,7.04,656
Lithuania,Potatoes,1993,hg/ha,40144,Pesticides (total),tonnes of active ingredients,936,5.79,656
Lithuania,Potatoes,1994,hg/ha,40144,Pesticides (total),tonnes of active ingredients,713,6.3,656
Lithuania,Potatoes,1995,hg/ha,40146,Pesticides (total),tonnes of active ingredients,737,6.68,656
Lithuania,Potatoes,1996,hg/ha,40146,Pesticides (total),tonnes of active ingredients,979,5.09,656
Lithuania,Potatoes,1997,hg/ha,40148,Pesticides (total),tonnes of active ingredients,928,6.29,656
Lithuania,Potatoes,1998,hg/ha,40153,Pesticides (total),tonnes of active ingredients,812,6.27,656
Lithuania,Potatoes,1999,hg/ha,40153,Pesticides (total),tonnes of active ingredients,695,7.31,656
Lithuania,Potatoes,2000,hg/ha,40154,Pesticides (total),tonnes of active ingredients,688.06,7.69,656
Lithuania,Potatoes,2001,hg/ha,40158,Pesticides (total),tonnes of active ingredients,726.09,6.75,656
Lithuania,Potatoes,2002,hg/ha,40161,Pesticides (total),tonnes of active ingredients,792.6,7.26,656
Lithuania,Potatoes,2004,hg/ha,40168,Pesticides (total),tonnes of active ingredients,1023.6,6.43,656
Lithuania,Potatoes,2005,hg/ha,40170,Pesticides (total),tonnes of active ingredients,1048.5,6.5,656
Lithuania,Potatoes,2006,hg/ha,40174,Pesticides (total),tonnes of active ingredients,1197,6.98,656
Lithuania,Potatoes,2007,hg/ha,40179,Pesticides (total),tonnes of active ingredients,2722.82,7.44,656
Lithuania,Potatoes,2008,hg/ha,40181,Pesticides (total),tonnes of active ingredients,2722.55,7.84,656
Lithuania,Potatoes,2009,hg/ha,40183,Pesticides (total),tonnes of active ingredients,2748.8,6.7,656
Lithuania,Potatoes,2010,hg/ha,40195,Pesticides (total),tonnes of active ingredients,1803.77,6.14,656
Lithuania,Potatoes,2011,hg/ha,40196,Pesticides (total),tonnes of active ingredients,2062.34,7.32,656
Lithuania,Potatoes,2012,hg/ha,40196,Pesticides (total),tonnes of active ingredients,2559.9,6.31,656
Lithuania,Potatoes,2013,hg/ha,40210,Pesticides (total),tonnes of active ingredients,2515.69,7.42,656
Lithuania,Wheat,1992,hg/ha,40221,Pesticides (total),tonnes of active ingredients,1380,7.04,656
Lithuania,Wheat,1993,hg/ha,40227,Pesticides (total),tonnes of active ingredients,936,5.79,656
Lithuania,Wheat,1994,hg/ha,40229,Pesticides (total),tonnes of active ingredients,713,6.3,656
Lithuania,Wheat,1995,hg/ha,40230,Pesticides (total),tonnes of active ingredients,737,6.68,656
Lithuania,Wheat,1996,hg/ha,40234,Pesticides (total),tonnes of active ingredients,979,5.09,656
Lithuania,Wheat,1997,hg/ha,40242,Pesticides (total),tonnes of active ingredients,928,6.29,656
Lithuania,Wheat,1998,hg/ha,40244,Pesticides (total),tonnes of active ingredients,812,6.27,656
Lithuania,Wheat,1999,hg/ha,40244,Pesticides (total),tonnes of active ingredients,695,7.31,656
Lithuania,Wheat,2000,hg/ha,40244,Pesticides (total),tonnes of active ingredients,688.06,7.69,656
Lithuania,Wheat,2001,hg/ha,40244,Pesticides (total),tonnes of active ingredients,726.09,6.75,656
Lithuania,Wheat,2002,hg/ha,40247,Pesticides (total),tonnes of active ingredients,792.6,7.26,656
Lithuania,Wheat,2004,hg/ha,40252,Pesticides (total),tonnes of active ingredients,1023.6,6.43,656
Lithuania,Wheat,2005,hg/ha,40254,Pesticides (total),tonnes of active ingredients,1048.5,6.5,656
Lithuania,Wheat,2006,hg/ha,40255,Pesticides (total),tonnes of active ingredients,1197,6.98,656
Lithuania,Wheat,2007,hg/ha,40256,Pesticides (total),tonnes of active ingredients,2722.82,7.44,656
Lithuania,Wheat,2008,hg/ha,40257,Pesticides (total),tonnes of active ingredients,2722.55,7.84,656
Lithuania,Wheat,2009,hg/ha,40260,Pesticides (total),tonnes of active ingredients,2748.8,6.7,656
Lithuania,Wheat,2010,hg/ha,40263,Pesticides (total),tonnes of active ingredients,1803.77,6.14,656
Lithuania,Wheat,2011,hg/ha,40267,Pesticides (total),tonnes of active ingredients,2062.34,7.32,656
Lithuania,Wheat,2012,hg/ha,40272,Pesticides (total),tonnes of active ingredients,2559.9,6.31,656
Lithuania,Wheat,2013,hg/ha,40273,Pesticides (total),tonnes of active ingredients,2515.69,7.42,656
Madagascar,Cassava,1990,hg/ha,40486,Pesticides (total),tonnes of active ingredients,128.41,19.62,1513
Madagascar,Cassava,1991,hg/ha,40488,Pesticides (total),tonnes of active ingredients,131,19.79,1513
Madagascar,Cassava,1992,hg/ha,40495,Pesticides (total),tonnes of active ingredients,101.06,19.76,1513
Madagascar,Cassava,1993,hg/ha,40500,Pesticides (total),tonnes of active ingredients,109.41,19.95,1513
Madagascar,Cassava,1994,hg/ha,40500,Pesticides (total),tonnes of active ingredients,76.15,19.96,1513
Madagascar,Cassava,1995,hg/ha,40500,Pesticides (total),tonnes of active ingredients,73.08,19.96,1513
Madagascar,Cassava,1996,hg/ha,40512,Pesticides (total),tonnes of active ingredients,152.01,19.71,1513
Madagascar,Cassava,1997,hg/ha,40515,Pesticides (total),tonnes of active ingredients,139.89,19.97,1513
Madagascar,Cassava,1998,hg/ha,40516,Pesticides (total),tonnes of active ingredients,88.26,20.11,1513
Madagascar,Cassava,1999,hg/ha,40520,Pesticides (total),tonnes of active ingredients,49.52,19.82,1513
Madagascar,Cassava,2000,hg/ha,40534,Pesticides (total),tonnes of active ingredients,130.46,19.65,1513
Madagascar,Cassava,2001,hg/ha,40541,Pesticides (total),tonnes of active ingredients,87.59,20.12,1513
Madagascar,Cassava,2002,hg/ha,40541,Pesticides (total),tonnes of active ingredients,240.84,20.14,1513
Madagascar,Cassava,2004,hg/ha,40541,Pesticides (total),tonnes of active ingredients,68.01,19.87,1513
Madagascar,Cassava,2005,hg/ha,40541,Pesticides (total),tonnes of active ingredients,114.51,20.05,1513
Madagascar,Cassava,2006,hg/ha,40548,Pesticides (total),tonnes of active ingredients,109.39,20.09,1513
Madagascar,Cassava,2007,hg/ha,40550,Pesticides (total),tonnes of active ingredients,93.88,20.02,1513
Madagascar,Cassava,2008,hg/ha,40551,Pesticides (total),tonnes of active ingredients,112.11,19.79,1513
Madagascar,Cassava,2009,hg/ha,40552,Pesticides (total),tonnes of active ingredients,143.9,20.13,1513
Madagascar,Cassava,2010,hg/ha,40556,Pesticides (total),tonnes of active ingredients,241.89,20.31,1513
Madagascar,Cassava,2011,hg/ha,40557,Pesticides (total),tonnes of active ingredients,310.36,20.33,1513
Madagascar,Cassava,2012,hg/ha,40558,Pesticides (total),tonnes of active ingredients,377.71,19.78,1513
Madagascar,Cassava,2013,hg/ha,40566,Pesticides (total),tonnes of active ingredients,507.94,19.34,1513
Madagascar,Maize,1990,hg/ha,40662,Pesticides (total),tonnes of active ingredients,128.41,19.62,1513
Madagascar,Maize,1991,hg/ha,40667,Pesticides (total),tonnes of active ingredients,131,19.79,1513
Madagascar,Maize,1992,hg/ha,40674,Pesticides (total),tonnes of active ingredients,101.06,19.76,1513
Madagascar,Maize,1993,hg/ha,40675,Pesticides (total),tonnes of active ingredients,109.41,19.95,1513
Madagascar,Maize,1994,hg/ha,40678,Pesticides (total),tonnes of active ingredients,76.15,19.96,1513
Madagascar,Maize,1995,hg/ha,40683,Pesticides (total),tonnes of active ingredients,73.08,19.96,1513
Madagascar,Maize,1996,hg/ha,40684,Pesticides (total),tonnes of active ingredients,152.01,19.71,1513
Madagascar,Maize,1997,hg/ha,40688,Pesticides (total),tonnes of active ingredients,139.89,19.97,1513
Madagascar,Maize,1998,hg/ha,40696,Pesticides (total),tonnes of active ingredients,88.26,20.11,1513
Madagascar,Maize,1999,hg/ha,40697,Pesticides (total),tonnes of active ingredients,49.52,19.82,1513
Madagascar,Maize,2000,hg/ha,40697,Pesticides (total),tonnes of active ingredients,130.46,19.65,1513
Madagascar,Maize,2001,hg/ha,40698,Pesticides (total),tonnes of active ingredients,87.59,20.12,1513
Madagascar,Maize,2002,hg/ha,40698,Pesticides (total),tonnes of active ingredients,240.84,20.14,1513
Madagascar,Maize,2004,hg/ha,40698,Pesticides (total),tonnes of active ingredients,68.01,19.87,1513
Madagascar,Maize,2005,hg/ha,40700,Pesticides (total),tonnes of active ingredients,114.51,20.05,1513
Madagascar,Maize,2006,hg/ha,40701,Pesticides (total),tonnes of active ingredients,109.39,20.09,1513
Madagascar,Maize,2007,hg/ha,40701,Pesticides (total),tonnes of active ingredients,93.88,20.02,1513
Madagascar,Maize,2008,hg/ha,40702,Pesticides (total),tonnes of active ingredients,112.11,19.79,1513
Madagascar,Maize,2009,hg/ha,40703,Pesticides (total),tonnes of active ingredients,143.9,20.13,1513
Madagascar,Maize,2010,hg/ha,40706,Pesticides (total),tonnes of active ingredients,241.89,20.31,1513
Madagascar,Maize,2011,hg/ha,40709,Pesticides (total),tonnes of active ingredients,310.36,20.33,1513
Madagascar,Maize,2012,hg/ha,40714,Pesticides (total),tonnes of active ingredients,377.71,19.78,1513
Madagascar,Maize,2013,hg/ha,40716,Pesticides (total),tonnes of active ingredients,507.94,19.34,1513
Madagascar,Potatoes,1990,hg/ha,40833,Pesticides (total),tonnes of active ingredients,128.41,19.62,1513
Madagascar,Potatoes,1991,hg/ha,40833,Pesticides (total),tonnes of active ingredients,131,19.79,1513
Madagascar,Potatoes,1992,hg/ha,40837,Pesticides (total),tonnes of active ingredients,101.06,19.76,1513
Madagascar,Potatoes,1993,hg/ha,40839,Pesticides (total),tonnes of active ingredients,109.41,19.95,1513
Madagascar,Potatoes,1994,hg/ha,40843,Pesticides (total),tonnes of active ingredients,76.15,19.96,1513
Madagascar,Potatoes,1995,hg/ha,40848,Pesticides (total),tonnes of active ingredients,73.08,19.96,1513
Madagascar,Potatoes,1996,hg/ha,40848,Pesticides (total),tonnes of active ingredients,152.01,19.71,1513
Madagascar,Potatoes,1997,hg/ha,40849,Pesticides (total),tonnes of active ingredients,139.89,19.97,1513
Madagascar,Potatoes,1998,hg/ha,40850,Pesticides (total),tonnes of active ingredients,88.26,20.11,1513
Madagascar,Potatoes,1999,hg/ha,40852,Pesticides (total),tonnes of active ingredients,49.52,19.82,1513
Madagascar,Potatoes,2000,hg/ha,40854,Pesticides (total),tonnes of active ingredients,130.46,19.65,1513
Madagascar,Potatoes,2001,hg/ha,40856,Pesticides (total),tonnes of active ingredients,87.59,20.12,1513
Madagascar,Potatoes,2002,hg/ha,40856,Pesticides (total),tonnes of active ingredients,240.84,20.14,1513
Madagascar,Potatoes,2004,hg/ha,40868,Pesticides (total),tonnes of active ingredients,68.01,19.87,1513
Madagascar,Potatoes,2005,hg/ha,40870,Pesticides (total),tonnes of active ingredients,114.51,20.05,1513
Madagascar,Potatoes,2006,hg/ha,40874,Pesticides (total),tonnes of active ingredients,109.39,20.09,1513
Madagascar,Potatoes,2007,hg/ha,40875,Pesticides (total),tonnes of active ingredients,93.88,20.02,1513
Madagascar,Potatoes,2008,hg/ha,40876,Pesticides (total),tonnes of active ingredients,112.11,19.79,1513
Madagascar,Potatoes,2009,hg/ha,40880,Pesticides (total),tonnes of active ingredients,143.9,20.13,1513
Madagascar,Potatoes,2010,hg/ha,40882,Pesticides (total),tonnes of active ingredients,241.89,20.31,1513
Madagascar,Potatoes,2011,hg/ha,40883,Pesticides (total),tonnes of active ingredients,310.36,20.33,1513
Madagascar,Potatoes,2012,hg/ha,40883,Pesticides (total),tonnes of active ingredients,377.71,19.78,1513
Madagascar,Potatoes,2013,hg/ha,40889,Pesticides (total),tonnes of active ingredients,507.94,19.34,1513
Madagascar,"Rice, paddy",1990,hg/ha,40969,Pesticides (total),tonnes of active ingredients,128.41,19.62,1513
Madagascar,"Rice, paddy",1991,hg/ha,40970,Pesticides (total),tonnes of active ingredients,131,19.79,1513
Madagascar,"Rice, paddy",1992,hg/ha,40974,Pesticides (total),tonnes of active ingredients,101.06,19.76,1513
Madagascar,"Rice, paddy",1993,hg/ha,40978,Pesticides (total),tonnes of active ingredients,109.41,19.95,1513
Madagascar,"Rice, paddy",1994,hg/ha,40979,Pesticides (total),tonnes of active ingredients,76.15,19.96,1513
Madagascar,"Rice, paddy",1995,hg/ha,40984,Pesticides (total),tonnes of active ingredients,73.08,19.96,1513
Madagascar,"Rice, paddy",1996,hg/ha,40991,Pesticides (total),tonnes of active ingredients,152.01,19.71,1513
Madagascar,"Rice, paddy",1997,hg/ha,40994,Pesticides (total),tonnes of active ingredients,139.89,19.97,1513
Madagascar,"Rice, paddy",1998,hg/ha,40994,Pesticides (total),tonnes of active ingredients,88.26,20.11,1513
Madagascar,"Rice, paddy",1999,hg/ha,41000,Pesticides (total),tonnes of active ingredients,49.52,19.82,1513
Madagascar,"Rice, paddy",2000,hg/ha,41000,Pesticides (total),tonnes of active ingredients,130.46,19.65,1513
Madagascar,"Rice, paddy",2001,hg/ha,41000,Pesticides (total),tonnes of active ingredients,87.59,20.12,1513
Madagascar,"Rice, paddy",2002,hg/ha,41001,Pesticides (total),tonnes of active ingredients,240.84,20.14,1513
Madagascar,"Rice, paddy",2004,hg/ha,41004,Pesticides (total),tonnes of active ingredients,68.01,19.87,1513
Madagascar,"Rice, paddy",2005,hg/ha,41004,Pesticides (total),tonnes of active ingredients,114.51,20.05,1513
Madagascar,"Rice, paddy",2006,hg/ha,41009,Pesticides (total),tonnes of active ingredients,109.39,20.09,1513
Madagascar,"Rice, paddy",2007,hg/ha,41009,Pesticides (total),tonnes of active ingredients,93.88,20.02,1513
Madagascar,"Rice, paddy",2008,hg/ha,41009,Pesticides (total),tonnes of active ingredients,112.11,19.79,1513
Madagascar,"Rice, paddy",2009,hg/ha,41011,Pesticides (total),tonnes of active ingredients,143.9,20.13,1513
Madagascar,"Rice, paddy",2010,hg/ha,41018,Pesticides (total),tonnes of active ingredients,241.89,20.31,1513
Madagascar,"Rice, paddy",2011,hg/ha,41019,Pesticides (total),tonnes of active ingredients,310.36,20.33,1513
Madagascar,"Rice, paddy",2012,hg/ha,41019,Pesticides (total),tonnes of active ingredients,377.71,19.78,1513
Madagascar,"Rice, paddy",2013,hg/ha,41022,Pesticides (total),tonnes of active ingredients,507.94,19.34,1513
Madagascar,Sorghum,1990,hg/ha,41096,Pesticides (total),tonnes of active ingredients,128.41,19.62,1513
Madagascar,Sorghum,1991,hg/ha,41101,Pesticides (total),tonnes of active ingredients,131,19.79,1513
Madagascar,Sorghum,1992,hg/ha,41102,Pesticides (total),tonnes of active ingredients,101.06,19.76,1513
Madagascar,Sorghum,1993,hg/ha,41102,Pesticides (total),tonnes of active ingredients,109.41,19.95,1513
Madagascar,Sorghum,1994,hg/ha,41108,Pesticides (total),tonnes of active ingredients,76.15,19.96,1513
Madagascar,Sorghum,1995,hg/ha,41108,Pesticides (total),tonnes of active ingredients,73.08,19.96,1513
Madagascar,Sorghum,1996,hg/ha,41108,Pesticides (total),tonnes of active ingredients,152.01,19.71,1513
Madagascar,Sorghum,1997,hg/ha,41111,Pesticides (total),tonnes of active ingredients,139.89,19.97,1513
Madagascar,Sorghum,1998,hg/ha,41111,Pesticides (total),tonnes of active ingredients,88.26,20.11,1513
Madagascar,Sorghum,1999,hg/ha,41111,Pesticides (total),tonnes of active ingredients,49.52,19.82,1513
Madagascar,Sorghum,2000,hg/ha,41111,Pesticides (total),tonnes of active ingredients,130.46,19.65,1513
Madagascar,Sorghum,2001,hg/ha,41111,Pesticides (total),tonnes of active ingredients,87.59,20.12,1513
Madagascar,Sorghum,2002,hg/ha,41111,Pesticides (total),tonnes of active ingredients,240.84,20.14,1513
Madagascar,Sorghum,2004,hg/ha,41111,Pesticides (total),tonnes of active ingredients,68.01,19.87,1513
Madagascar,Sorghum,2005,hg/ha,41112,Pesticides (total),tonnes of active ingredients,114.51,20.05,1513
Madagascar,Sorghum,2006,hg/ha,41112,Pesticides (total),tonnes of active ingredients,109.39,20.09,1513
Madagascar,Sorghum,2007,hg/ha,41116,Pesticides (total),tonnes of active ingredients,93.88,20.02,1513
Madagascar,Sorghum,2008,hg/ha,41118,Pesticides (total),tonnes of active ingredients,112.11,19.79,1513
Madagascar,Sorghum,2009,hg/ha,41120,Pesticides (total),tonnes of active ingredients,143.9,20.13,1513
Madagascar,Sorghum,2010,hg/ha,41126,Pesticides (total),tonnes of active ingredients,241.89,20.31,1513
Madagascar,Sorghum,2011,hg/ha,41134,Pesticides (total),tonnes of active ingredients,310.36,20.33,1513
Madagascar,Sorghum,2012,hg/ha,41134,Pesticides (total),tonnes of active ingredients,377.71,19.78,1513
Madagascar,Sorghum,2013,hg/ha,41138,Pesticides (total),tonnes of active ingredients,507.94,19.34,1513
Madagascar,Soybeans,1990,hg/ha,41181,Pesticides (total),tonnes of active ingredients,128.41,19.62,1513
Madagascar,Soybeans,1991,hg/ha,41194,Pesticides (total),tonnes of active ingredients,131,19.79,1513
Madagascar,Soybeans,1992,hg/ha,41194,Pesticides (total),tonnes of active ingredients,101.06,19.76,1513
Madagascar,Soybeans,1993,hg/ha,41195,Pesticides (total),tonnes of active ingredients,109.41,19.95,1513
Madagascar,Soybeans,1994,hg/ha,41200,Pesticides (total),tonnes of active ingredients,76.15,19.96,1513
Madagascar,Soybeans,1995,hg/ha,41200,Pesticides (total),tonnes of active ingredients,73.08,19.96,1513
Madagascar,Soybeans,1996,hg/ha,41202,Pesticides (total),tonnes of active ingredients,152.01,19.71,1513
Madagascar,Soybeans,1997,hg/ha,41205,Pesticides (total),tonnes of active ingredients,139.89,19.97,1513
Madagascar,Soybeans,1998,hg/ha,41207,Pesticides (total),tonnes of active ingredients,88.26,20.11,1513
Madagascar,Soybeans,1999,hg/ha,41208,Pesticides (total),tonnes of active ingredients,49.52,19.82,1513
Madagascar,Soybeans,2000,hg/ha,41209,Pesticides (total),tonnes of active ingredients,130.46,19.65,1513
Madagascar,Soybeans,2001,hg/ha,41216,Pesticides (total),tonnes of active ingredients,87.59,20.12,1513
Madagascar,Soybeans,2002,hg/ha,41223,Pesticides (total),tonnes of active ingredients,240.84,20.14,1513
Madagascar,Soybeans,2004,hg/ha,41241,Pesticides (total),tonnes of active ingredients,68.01,19.87,1513
Madagascar,Soybeans,2005,hg/ha,41250,Pesticides (total),tonnes of active ingredients,114.51,20.05,1513
Madagascar,Soybeans,2006,hg/ha,41250,Pesticides (total),tonnes of active ingredients,109.39,20.09,1513
Madagascar,Soybeans,2007,hg/ha,41250,Pesticides (total),tonnes of active ingredients,93.88,20.02,1513
Madagascar,Soybeans,2008,hg/ha,41250,Pesticides (total),tonnes of active ingredients,112.11,19.79,1513
Madagascar,Soybeans,2009,hg/ha,41250,Pesticides (total),tonnes of active ingredients,143.9,20.13,1513
Madagascar,Soybeans,2010,hg/ha,41256,Pesticides (total),tonnes of active ingredients,241.89,20.31,1513
Madagascar,Soybeans,2011,hg/ha,41261,Pesticides (total),tonnes of active ingredients,310.36,20.33,1513
Madagascar,Soybeans,2012,hg/ha,41264,Pesticides (total),tonnes of active ingredients,377.71,19.78,1513
Madagascar,Soybeans,2013,hg/ha,41264,Pesticides (total),tonnes of active ingredients,507.94,19.34,1513
Madagascar,Sweet potatoes,1990,hg/ha,41365,Pesticides (total),tonnes of active ingredients,128.41,19.62,1513
Madagascar,Sweet potatoes,1991,hg/ha,41365,Pesticides (total),tonnes of active ingredients,131,19.79,1513
Madagascar,Sweet potatoes,1992,hg/ha,41368,Pesticides (total),tonnes of active ingredients,101.06,19.76,1513
Madagascar,Sweet potatoes,1993,hg/ha,41370,Pesticides (total),tonnes of active ingredients,109.41,19.95,1513
Madagascar,Sweet potatoes,1994,hg/ha,41370,Pesticides (total),tonnes of active ingredients,76.15,19.96,1513
Madagascar,Sweet potatoes,1995,hg/ha,41377,Pesticides (total),tonnes of active ingredients,73.08,19.96,1513
Madagascar,Sweet potatoes,1996,hg/ha,41377,Pesticides (total),tonnes of active ingredients,152.01,19.71,1513
Madagascar,Sweet potatoes,1997,hg/ha,41378,Pesticides (total),tonnes of active ingredients,139.89,19.97,1513
Madagascar,Sweet potatoes,1998,hg/ha,41379,Pesticides (total),tonnes of active ingredients,88.26,20.11,1513
Madagascar,Sweet potatoes,1999,hg/ha,41379,Pesticides (total),tonnes of active ingredients,49.52,19.82,1513
Madagascar,Sweet potatoes,2000,hg/ha,41379,Pesticides (total),tonnes of active ingredients,130.46,19.65,1513
Madagascar,Sweet potatoes,2001,hg/ha,41379,Pesticides (total),tonnes of active ingredients,87.59,20.12,1513
Madagascar,Sweet potatoes,2002,hg/ha,41388,Pesticides (total),tonnes of active ingredients,240.84,20.14,1513
Madagascar,Sweet potatoes,2004,hg/ha,41392,Pesticides (total),tonnes of active ingredients,68.01,19.87,1513
Madagascar,Sweet potatoes,2005,hg/ha,41402,Pesticides (total),tonnes of active ingredients,114.51,20.05,1513
Madagascar,Sweet potatoes,2006,hg/ha,41403,Pesticides (total),tonnes of active ingredients,109.39,20.09,1513
Madagascar,Sweet potatoes,2007,hg/ha,41404,Pesticides (total),tonnes of active ingredients,93.88,20.02,1513
